time,scene_number,scene_name,character,quote,location,description,dialogue_act_type
1006,9,Back to Headquarters,MIND WORKER COP #2,"Forget it, Jake. It's Cloud Town.",IMAGINATIONLAND,"Joyce runs right through the Cloud Witness, dissipating her.",Reject
1007,9,Back to Headquarters,Joyce,What? Sandra!,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters.",whQuestion
1008,9,Back to Headquarters,Sandra,(crying) I only make everything worse!,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters.",Clarify
1009,9,Back to Headquarters,Joyce,Wait-- Sandra! We've gotta get you back to... (Sandra is too far away) Ugh.,IMAGINATIONLAND,"Joyce searches for Sandra. Suddenly, rain falls on her. Above, Sandra is floating on a chunk of rain cloud, away from Headquarters.",Clarify
1010,9,Back to Headquarters,Angelo,It's stuck!,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE.",Emphasis
1011,9,Back to Headquarters,Diane,Oh great.,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE.",Statement
1012,9,Back to Headquarters,Felipe,Whadayamean it's stuck?!?,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE.",Emphasis
1013,9,Back to Headquarters,Diane,Now what?,HEADQUARTERS,"Angelo tries to untwist the Idea Bulb, but IT WON'T MOVE.",whQuestion
1014,9,Back to Headquarters,Felipe,"Oh, no, no, no. What is THIS?!",HEADQUARTERS,A strange BLACKNESS spreads over the console.,Reject
1015,9,Back to Headquarters,Felipe,"Oh, how do we stop it?",HEADQUARTERS,Riley walks down the aisle of the bus.,whQuestion
1016,9,Back to Headquarters,Diane,I got it! Make her feel scared! That'll make her change her mind!,HEADQUARTERS,Riley walks down the aisle of the bus.,Emphasis
1017,9,Back to Headquarters,Felipe,Brilliant!,HEADQUARTERS,Riley walks down the aisle of the bus.,Emphasis
1018,9,Back to Headquarters,Diane,I know it's brilliant. Do it!,HEADQUARTERS,Riley walks down the aisle of the bus.,Statement
1019,9,Back to Headquarters,Felipe,Ahh! Nothing's working! Why isn't it working??,HEADQUARTERS,Felipe frantically pushes buttons.,whQuestion
1020,9,Back to Headquarters,Angelo,Let me try!,HEADQUARTERS,Felipe frantically pushes buttons.,Emphasis
1021,9,Back to Headquarters,Diane,"Great, you broke it!",HEADQUARTERS,Diane and Felipe pound on the console buttons.,Emphasis
1022,9,Back to Headquarters,Felipe,"No, I didn't!",HEADQUARTERS,Diane and Felipe pound on the console buttons.,Reject
1023,9,Back to Headquarters,Angelo,Let me do it!,HEADQUARTERS,Diane and Felipe pound on the console buttons.,Emphasis
1024,9,Back to Headquarters,Felipe,Guys. We can't make Riley feel anything.,HEADQUARTERS,"By now, the console is mostly black.",Clarify
1025,9,Back to Headquarters,Angelo,What have we done?,HEADQUARTERS,Riley sits on the bus.,whQuestion
1026,9,Back to Headquarters,Joyce,"Hey! Hey, look at me. Did you mean what you said before?",IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.,whQuestion
1027,9,Back to Headquarters,IMAGINARY BOYFRIEND,I would die for Riley! I would die for Riley!,IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.,Emphasis
1028,9,Back to Headquarters,Joyce,"Yeah, yeah, okay, Haircut. Time to prove it.",IMAGINATIONLAND,Joyce runs up to Riley's Imaginary Boyfriend.,Accept
1029,9,Back to Headquarters,HOUSE OF CARDS WORKER,(angry) That's it! I fold!,IMAGINATIONLAND,"Joyce pulls a balloon free from a TWISTY BALLOON PALM TREE. She aims it towards the approaching Sandra and unties it. PTHHPT! The balloon blows Sandra back over the MEMORY DUMP. In the process, the HOUSE OF CARDS behind them collapses.",Statement
1030,9,Back to Headquarters,Joyce,"(to herself) This is crazy, this is crazy... No, no, no! Joyce! Be positive. (beat) I am POSITIVE this is crazy!",LONG-TERM MEMORY,"Joyce sights Sandra and aligns herself with Family Island. She dumps the satchel, pouring out the Boyfriends. Their momentum pulls her to the top of a TOWER OF BOYFRIENDS.",nAnswer
1031,9,Back to Headquarters,Joyce,NOW!,LONG-TERM MEMORY,"Joyce spots the trampoline on Family Island, then Sandra floating away. She times it...",Emphasis
1032,9,Back to Headquarters,IMAGINARY BOYFRIENDS,For Riley!,LONG-TERM MEMORY,The tower tips forward.,Emphasis
1033,9,Back to Headquarters,Joyce,Gotcha!,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair...",Emphasis
1034,9,Back to Headquarters,Sandra,Joyce?,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair...",ynQuestion
1035,9,Back to Headquarters,Joyce,Hang on!,LONG-TERM MEMORY,"Joyce falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sandra. She intercepts Sandra midair...",Emphasis
1036,9,Back to Headquarters,Felipe,"Ohhh, I wish Joyce was here!",HEADQUARTERS,"Angelo, Felipe and Diane watch the screen, worried.",Emphasis
1037,9,Back to Headquarters,Diane,It's Joyce!,HEADQUARTERS,"SPLAT! Joyce and Sandra hit the back window and slide down, grabbing the window edge. The Emotions run to the window.",Emphasis
1038,9,Back to Headquarters,Angelo,Stand back! Arrrrgh!,HEADQUARTERS,"SPLAT! Joyce and Sandra hit the back window and slide down, grabbing the window edge. The Emotions run to the window.",Emphasis
1039,9,Back to Headquarters,Diane,(sarcastically) That worked.,HEADQUARTERS,Angelo throws a chair at the window. It bounces off.,Statement
1040,9,Back to Headquarters,Angelo,"Well, what would you do, if you're so smart?!",HEADQUARTERS,Angelo throws a chair at the window. It bounces off.,whQuestion
1041,9,Back to Headquarters,Diane,"I'd tell you, but you're too dumb to understand.",HEADQUARTERS,He's smoldering. Diane's eyes light up.,Statement
1042,9,Back to Headquarters,Angelo,What?!,HEADQUARTERS,He's smoldering. Diane's eyes light up.,whQuestion
1043,9,Back to Headquarters,Diane,"Of course your tiny brain is confused. Guess I'll just have to dumb it down to your level. Sorry I don't speak moron as well as you, but let me try: Duuuuhhhhh.",HEADQUARTERS,He's smoldering. Diane's eyes light up.,nAnswer
1044,9,Back to Headquarters,Felipe,"Oh, thank goodness you're back.",HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:",Statement
1045,9,Back to Headquarters,Diane,Things are really messed up.,HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:",Reject
1046,9,Back to Headquarters,Angelo,"We found this idea, and now Riley's on a bus heading for Minnesota!",HEADQUARTERS,"Angelo explodes, bursting into full blowtorch flames. Diane, sporting a welding mask, picks him up and blows a hole in the window. Joyce and Sandra climb through. Angelo Felipe and Diane all talk at the same time, explaining:",Emphasis
1047,9,Back to Headquarters,Diane,"Joyce, you've got to fix this. Get up there.",HEADQUARTERS,The bus starts to pull away.,Reject
1048,9,Back to Headquarters,Joyce,"Sandra, it's up to you.",HEADQUARTERS,The bus starts to pull away.,Statement
1049,9,Back to Headquarters,Sandra,Me?,HEADQUARTERS,The bus starts to pull away.,ynQuestion
1050,9,Back to Headquarters,Angelo,Sandra?!?,HEADQUARTERS,Joyce pushes Sandra towards the console.,whQuestion
1051,9,Back to Headquarters,Felipe,Sandra?!?,HEADQUARTERS,Joyce pushes Sandra towards the console.,whQuestion
1052,9,Back to Headquarters,Diane,Sandra?!?,HEADQUARTERS,Joyce pushes Sandra towards the console.,whQuestion
1053,9,Back to Headquarters,Sandra,"I can't, Joyce.",HEADQUARTERS,Joyce pushes Sandra towards the console.,Statement
1054,9,Back to Headquarters,Joyce,Yes you can. Riley needs you.,HEADQUARTERS,Joyce pushes Sandra towards the console.,yAnswer
1055,9,Back to Headquarters,Sandra,Okay.,HEADQUARTERS,Sandra approaches the console and takes charge.,Statement
1056,9,Back to Headquarters,RILEY,Wait! Stop! I wanna get off.,BUS,Feeling comes back to Riley: her expression changes from listless to sad. She stands.,Emphasis
1057,10,Riley is Back,MOM,(on phone) Alright. Thank you. We will. (to Dad) Her teacher hasn't even seen Riley all day.,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers.",Clarify
1058,10,Riley is Back,DAD,What? I can't believe this.,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers.",Reject
1059,10,Riley is Back,MOM,What was she wearing last? Do you even remember what--,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers.",Clarify
1060,10,Riley is Back,MOM,Riley!,SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.,Emphasis
1061,10,Riley is Back,DAD,"Riley, there you are! Thank goodness!",SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.,Emphasis
1062,10,Riley is Back,MOM,"Oh, we were worried sick! Where have you been? It's so late...",SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.,Emphasis
1063,10,Riley is Back,RILEY,I know you don't want me to but... I miss home. I miss Minnesota.,SAN FRANCISCO HOUSE,Riley cries.,Reject
1064,10,Riley is Back,RILEY,"You need me to be happy, but... I want my old friends, and my hockey team... I wanna go home. Please don't be mad.",SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",Reject
1065,10,Riley is Back,MOM,Oh sweetie...,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",Statement
1066,10,Riley is Back,DAD,We're not mad. You know what? I miss Minnesota too. I miss the woods where we took hikes.,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",whQuestion
1067,10,Riley is Back,MOM,And the back yard where you used to play.,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",whQuestion
1068,10,Riley is Back,DAD,"Spring Lake, where you learned to skate.",SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",whQuestion
1069,10,Riley is Back,DAD,Come here.,SAN FRANCISCO HOUSE,Riley cries harder.,Statement
1070,10,Riley is Back,Felipe,"Hey, I'm liking this new view.",HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",nAnswer
1071,10,Riley is Back,Angelo,Friendship Island has expanded. Glad they finally opened that Friendly Arguments section.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",Other
1072,10,Riley is Back,Sandra,I like Tragic Vampire Romance Island.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",Clarify
1073,10,Riley is Back,Diane,Fashion Island. Everyone shut up!,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",Reject
1074,10,Riley is Back,Felipe,Boy Band Island. Hope that's just a phase.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",Clarify
1075,10,Riley is Back,Joyce,"Say what you want, I think it's all beautiful.",HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",Reject
1076,10,Riley is Back,WORKER FRITZ,Alright!,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",Emphasis
1077,10,Riley is Back,WORKER FRITZ,There you go. Your new expanded console is up and running.,HEADQUARTERS,"The Emotions turn to see workers at a new, larger console.",Reject
1078,10,Riley is Back,Joyce,Whoa!,HEADQUARTERS,The new console lights up.,Emphasis
1079,10,Riley is Back,Sandra,Whoa!,HEADQUARTERS,The new console lights up.,Emphasis
1080,10,Riley is Back,Felipe,Whoa!,HEADQUARTERS,The new console lights up.,Emphasis
1081,10,Riley is Back,Angelo,Whoa!,HEADQUARTERS,The new console lights up.,Emphasis
1082,10,Riley is Back,Diane,Whoa!,HEADQUARTERS,The new console lights up.,Emphasis
1083,10,Riley is Back,Diane,Cool. Upgrade!,HEADQUARTERS,The new console lights up.,Emphasis
1084,10,Riley is Back,Joyce,Ooohh.,HEADQUARTERS,The new console lights up.,System
1085,10,Riley is Back,Felipe,"Hey! Whoa! Whoops, wait. Did I just do that?",HEADQUARTERS,Felipe leans on the console. BEEP!,Reject
1086,10,Riley is Back,Diane,(re: a warning light label) Hey guys? What's pub-er-ty?,HEADQUARTERS,Felipe leans on the console. BEEP!,Clarify
1087,10,Riley is Back,Joyce,I don't know. It's probably not important.,HEADQUARTERS,Felipe leans on the console. BEEP!,Reject
1088,10,Riley is Back,Angelo,Whoa. I have access to the entire Curse Word Library! This new console is the sh--,HEADQUARTERS,Felipe leans on the console. BEEP!,Emphasis
1089,10,Riley is Back,Felipe,Sorry. I did it again. My bad.,HEADQUARTERS,Felipe leans on the console. BEEP!,Statement
1090,10,Riley is Back,Diane,(pointing to screen) They're getting to the rink!,HEADQUARTERS,Felipe leans on the console. BEEP!,Clarify
1091,10,Riley is Back,DAD,"Now when you get out there, you be aggressive!",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.,Statement
1092,10,Riley is Back,RILEY,"(embarrassed) I know, Dad.",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.,Statement
1093,10,Riley is Back,MOM,-- but not too aggressive.,HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.,Statement
1094,10,Riley is Back,RILEY,"You know, you guys don't have to come to every game.",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.,Reject
1095,10,Riley is Back,DAD,Are you kidding? I'm not missing one! GO FOGHORNS!,HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.,Emphasis
1096,10,Riley is Back,MOM,GO RILEY! FOGHORNS ARE THE BEST!,HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.,Emphasis
1097,10,Riley is Back,RILEY,"Okay, okay. I gotta go.",HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.,Statement
1098,10,Riley is Back,Joyce,Awww...,HEADQUARTERS,All the Emotions at the control panel.,Statement
1099,10,Riley is Back,Felipe,They love us!,HEADQUARTERS,All the Emotions at the control panel.,Statement
1100,10,Riley is Back,Angelo,"Yeah, Mom and Dad are pretty cool.",HEADQUARTERS,All the Emotions at the control panel.,yAnswer
1101,10,Riley is Back,Diane,"Guys, of course they are. But we can't SHOW IT!",HEADQUARTERS,All the Emotions at the control panel.,Reject
1102,10,Riley is Back,DAD'S Felipe,She loved the face painting!,DAD'S HEADQUARTERS,Dad's Emotions cheer. They all have their faces painted. ON THE SCREEN: Mom beams at Dad.,Emphasis
1103,10,Riley is Back,DAD'S Angelo,Ha! Told you it was a great idea!,DAD'S HEADQUARTERS,Dad's Emotions cheer. They all have their faces painted. ON THE SCREEN: Mom beams at Dad.,Emphasis
1104,10,Riley is Back,MOM'S Angelo,Best idea he's had in awhile.,MOM'S HEADQUARTERS,All Mom's Emotions are also painted.,Other
1105,10,Riley is Back,MOM'S Sandra,He's a really good guy.,MOM'S HEADQUARTERS,All Mom's Emotions are also painted.,Statement
1106,10,Riley is Back,MOM'S Felipe,Just in case.,MOM'S HEADQUARTERS,They all sigh. Mom's Angelo tosses the MEMORY of the Brazilian helicopter pilot. Mom's Felipe retrieves it.,Statement
1107,10,Riley is Back,RILEY,Oh. Sorry!,HOCKEY RINK,Riley walks towards the ice and bumps into A TEEN BOY. He drops his water bottle. She picks it up for him.,Statement
1108,10,Riley is Back,GIRL ALARM,GIRL! GIRL! GIRL!,HEADQUARTERS,"A dirty, chaotic room. Stuff everywhere.",Emphasis
1109,10,Riley is Back,RILEY,Uhh... Ooooo-kay. Bye!,HOCKEY RINK,"The boy stands stunned, unable to speak. Riley hands him the water bottle.",Bye
1110,10,Riley is Back,HOCKEY TEAMMATE,"All set, Riley?",HOCKEY RINK,"Riley skates out onto the ice, looking back over her shoulder... with a hint of a smile?",whQuestion
1111,10,Riley is Back,Joyce,You ready?,HEADQUARTERS,"Joyce and Sandra stand side by side at the new console, flanked by the others.",ynQuestion
1112,10,Riley is Back,Sandra,Yeah!,HEADQUARTERS,"Joyce and Sandra stand side by side at the new console, flanked by the others.",Emphasis
